"DiagnosticPathogenTesting.oropharyngealSwab","DiagnosticPathogenTesting.oropharyngealSwab","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Specimen type - Oropharyngeal swab","MPOX CS: Specimen type - Oropharyngeal swab","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.oropharyngealSwab",0,1,"",""
"DiagnosticPathogenTesting.urine","DiagnosticPathogenTesting.urine","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Specimen type - Urine","MPOX CS: Specimen type - Urine","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.urine",0,1,"",""
"DiagnosticPathogenTesting.semen","DiagnosticPathogenTesting.semen","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Specimen type - Semen","MPOX CS: Specimen type - Semen","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.semen",0,1,"",""
"DiagnosticPathogenTesting.rectalSwab","DiagnosticPathogenTesting.rectalSwab","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Specimen type - Rectal swab","MPOX CS: Specimen type - Rectal swab","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.rectalSwab",0,1,"",""
"DiagnosticPathogenTesting.cerebrospinalFluid","DiagnosticPathogenTesting.cerebrospinalFluid","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Specimen type - Cerebrospinal fluid","MPOX CS: Specimen type - Cerebrospinal fluid","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.cerebrospinalFluid",0,1,"",""
"DiagnosticPathogenTesting.otherSpecimenType","DiagnosticPathogenTesting.otherSpecimenType","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Specimen type - Other","MPOX CS: Specimen type - Other","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.otherSpecimenType",0,1,"",""
"DiagnosticPathogenTesting.specifyOtherSpecimenType","DiagnosticPathogenTesting.specifyOtherSpecimenType","","","",0,1,"","","","string {[]} {[]}
","MPOX CS: Specimen type - Specify other","MPOX CS: Specimen type - Specify other","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.specifyOtherSpecimenType",0,1,"",""
"DiagnosticPathogenTesting.mpoxPcr","DiagnosticPathogenTesting.mpoxPcr","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Test performed - Mpox PCR","MPOX CS: Test performed - Mpox PCR","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.mpoxPcr",0,1,"",""
"DiagnosticPathogenTesting.orthopoxvirusPcr","DiagnosticPathogenTesting.orthopoxvirusPcr","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Test performed - Orthopoxvirus PCR","MPOX CS: Test performed - Orthopoxvirus PCR","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.orthopoxvirusPcr",0,1,"",""
"DiagnosticPathogenTesting.cladeSpecificPcr","DiagnosticPathogenTesting.cladeSpecificPcr","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Test performed - Clade specific PCR","MPOX CS: Test performed - Clade specific PCR","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.cladeSpecificPcr",0,1,"",""
"DiagnosticPathogenTesting.sequencing","DiagnosticPathogenTesting.sequencing","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Test performed - Sequencing","MPOX CS: Test performed - Sequencing","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.sequencing",0,1,"",""
"DiagnosticPathogenTesting.serology","DiagnosticPathogenTesting.serology","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Test performed - Serology","MPOX CS: Test performed - Serology","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.serology",0,1,"",""
"DiagnosticPathogenTesting.otherTestPerformed","DiagnosticPathogenTesting.otherTestPerformed","","","",0,1,"","","","boolean {[]} {[]}
","MPOX CS: Test performed - Other","MPOX CS: Test performed - Other","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.otherTestPerformed",0,1,"",""
"DiagnosticPathogenTesting.specifyOtherTestPerformed","DiagnosticPathogenTesting.specifyOtherTestPerformed","","","",0,1,"","","","string {[]} {[]}
","MPOX CS: Test performed - Specify other","MPOX CS: Test performed - Specify other","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.specifyOtherTestPerformed",0,1,"",""
"DiagnosticPathogenTesting.result","DiagnosticPathogenTesting.result","","","",0,1,"","","","code {[]} {[]}
","MPOX CS: Result sample","MPOX CS: Result sample","","","","","","","","","",,"required","","http://example.org/ValueSet/mpox-cs-result-sample-vs","",,,,"DiagnosticPathogenTesting.result",0,1,"",""
"DiagnosticPathogenTesting.genomicCharacterizationUndertaken","DiagnosticPathogenTesting.genomicCharacterizationUndertaken","","","",0,1,"","","","code {[]} {[]}
","MPOX CS: Genomic characterization undertaken?","MPOX CS: Genomic characterization undertaken?","","","","","","","","","",,"required","","http://example.org/ValueSet/mpox-cs-yes-no-unknown-vs","",,,,"DiagnosticPathogenTesting.genomicCharacterizationUndertaken",0,1,"",""
"DiagnosticPathogenTesting.cladeOfMonkeypoxVirus","DiagnosticPathogenTesting.cladeOfMonkeypoxVirus","","","",0,1,"","","","code {[]} {[]}
","MPOX CS: Clade of monkeypox virus","MPOX CS: Clade of monkeypox virus","","","","","","","","","",,"required","","http://example.org/ValueSet/mpox-cs-clade-mpox-vs","",,,,"DiagnosticPathogenTesting.cladeOfMonkeypoxVirus",0,1,"",""
"DiagnosticPathogenTesting.accessionNumberOfTheSequenceUploadedToAPublicDatabase","DiagnosticPathogenTesting.accessionNumberOfTheSequenceUploadedToAPublicDatabase","","","",0,1,"","","","string {[]} {[]}
","MPOX CS: Accession number of the sequence uploaded to a public database ","MPOX CS: Accession number of the sequence uploaded to a public database","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.accessionNumberOfTheSequenceUploadedToAPublicDatabase",0,1,"",""
"DiagnosticPathogenTesting.sampleStoredForFutureGenomicCharacterization","DiagnosticPathogenTesting.sampleStoredForFutureGenomicCharacterization","","","",0,1,"","","","code {[]} {[]}
","MPOX CS: Sample stored for future genomic characterization?","MPOX CS: Sample stored for future genomic characterization?","","","","","","","","","",,"required","","http://example.org/ValueSet/mpox-cs-yes-no-unknown-vs","",,,,"DiagnosticPathogenTesting.sampleStoredForFutureGenomicCharacterization",0,1,"",""
"DiagnosticPathogenTesting.sampleShippedToOtherLaboratoryForGenomicCharacterization","DiagnosticPathogenTesting.sampleShippedToOtherLaboratoryForGenomicCharacterization","","","",0,1,"","","","code {[]} {[]}
","MPOX CS: Sample shipped to other laboratory for genomic characterization?","MPOX CS: Sample shipped to other laboratory for genomic characterization?","","","","","","","","","",,"required","","http://example.org/ValueSet/mpox-cs-yes-no-unknown-vs","",,,,"DiagnosticPathogenTesting.sampleShippedToOtherLaboratoryForGenomicCharacterization",0,1,"",""
"DiagnosticPathogenTesting.dateOfShipment","DiagnosticPathogenTesting.dateOfShipment","","","",0,1,"","","","date {[]} {[]}
","MPOX CS: Date of shipment to another laboratory for genomic characterization","MPOX CS: Date of shipment to another laboratory for genomic characterization","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.dateOfShipment",0,1,"",""
"DiagnosticPathogenTesting.nameOfLaboratory","DiagnosticPathogenTesting.nameOfLaboratory","","","",0,1,"","","","string {[]} {[]}
","MPOX CS: Name of laboratory for genomic characterization","MPOX CS: Name of laboratory for genomic characterization","","","","","","","","","",,,,,"",,,,"DiagnosticPathogenTesting.nameOfLaboratory",0,1,"",""
